Total Time	Signature Verification Time	HMAC Comparison Time	Signing Time	AES-GCM Encryption Time
0.15913176536560059	0.0032749176025390625	0.00035262107849121094	0.0013723373413085938	0.00013136863708496094
0.1510930061340332	0.0029582977294921875	0.0011162757873535156	0.0012845993041992188	0.00012612342834472656
0.14926910400390625	0.0021147727966308594	0.00038552284240722656	0.001195669174194336	0.00017023086547851562
0.15330839157104492	0.0018537044525146484	0.0003681182861328125	0.0021457672119140625	0.00011348724365234375
0.1602766513824463	0.0029709339141845703	0.00036215782165527344	0.0011489391326904297	0.00016999244689941406
0.16296911239624023	0.0022497177124023438	0.0005393028259277344	0.001218557357788086	0.0001888275146484375
0.15402436256408691	0.002595186233520508	0.00037097930908203125	0.0012319087982177734	0.00017189979553222656
0.15110349655151367	0.003485441207885742	0.0003845691680908203	0.002533435821533203	0.0001475811004638672
0.14990806579589844	0.0020666122436523438	0.00035643577575683594	0.0012998580932617188	0.00016379356384277344
0.1543443202972412	0.0048749446868896484	0.00040602684020996094	0.001445770263671875	0.0003581047058105469
0.14836502075195312	0.0017943382263183594	0.0003371238708496094	0.00131988525390625	0.00011467933654785156
0.14696073532104492	0.0023946762084960938	0.00033354759216308594	0.0011894702911376953	0.00012111663818359375
0.14811229705810547	0.001967191696166992	0.0003230571746826172	0.0013043880462646484	0.00013899803161621094
0.15653538703918457	0.0029420852661132812	0.0003693103790283203	0.0015482902526855469	0.00015878677368164062
0.14334464073181152	0.0017313957214355469	0.00032830238342285156	0.0012247562408447266	0.00010275840759277344
0.14065885543823242	0.001783132553100586	0.00034880638122558594	0.0012135505676269531	0.00011157989501953125
0.1509554386138916	0.0018572807312011719	0.00035381317138671875	0.0014231204986572266	0.00010824203491210938
0.15264153480529785	0.0028901100158691406	0.00036644935607910156	0.0012307167053222656	0.0001513957977294922
0.15496206283569336	0.0032427310943603516	0.0004742145538330078	0.0011985301971435547	0.0001437664031982422
0.15105986595153809	0.0021088123321533203	0.0003592967987060547	0.0013103485107421875	0.0001671314239501953
0.14936423301696777	0.0018641948699951172	0.0005283355712890625	0.0013070106506347656	0.00013017654418945312
0.15262126922607422	0.0019080638885498047	0.00042557716369628906	0.0012128353118896484	0.00011467933654785156
