Total Time	Signature Verification Time	HMAC Comparison Time	Signing Time	AES-GCM Encryption Time
0.16118669509887695	0.0034961700439453125	0.0003178119659423828	0.012157440185546875	0.0006504058837890625
0.15886187553405762	0.004769325256347656	0.0007238388061523438	0.010765790939331055	0.001272439956665039
0.1574845314025879	0.0022656917572021484	0.00033211708068847656	0.010374784469604492	0.0009050369262695312
0.15727901458740234	0.0016450881958007812	0.0005507469177246094	0.014437675476074219	0.0010573863983154297
0.16528892517089844	0.0015528202056884766	0.00030994415283203125	0.010041236877441406	0.000698089599609375
0.1662769317626953	0.002752065658569336	0.0003006458282470703	0.009871721267700195	0.0006902217864990234
0.15940046310424805	0.0017409324645996094	0.00042700767517089844	0.008359432220458984	0.0008215904235839844
0.15626192092895508	0.001922607421875	0.0003781318664550781	0.008916616439819336	0.0007905960083007812
0.15570974349975586	0.0017616748809814453	0.0003459453582763672	0.009199142456054688	0.0010395050048828125
0.15951752662658691	0.0016391277313232422	0.0003154277801513672	0.010177135467529297	0.001844644546508789
0.1545262336730957	0.0016663074493408203	0.0007271766662597656	0.01274561882019043	0.0009350776672363281
0.15483689308166504	0.0017294883728027344	0.00033354759216308594	0.009923458099365234	0.0011138916015625
0.15377521514892578	0.002080678939819336	0.0003981590270996094	0.009929418563842773	0.001280069351196289
0.16104865074157715	0.0016734600067138672	0.0003523826599121094	0.010047197341918945	0.0007412433624267578
0.14838194847106934	0.002691507339477539	0.0009739398956298828	0.008833646774291992	0.0012695789337158203
0.14603805541992188	0.0017251968383789062	0.0003383159637451172	0.01005101203918457	0.0009508132934570312
0.1562340259552002	0.002312183380126953	0.0003509521484375	0.009716033935546875	0.0007829666137695312
0.15731120109558105	0.0031855106353759766	0.0003809928894042969	0.013069629669189453	0.0015370845794677734
0.1576085090637207	0.0027015209197998047	0.00037980079650878906	0.011200666427612305	0.0007498264312744141
0.15566134452819824	0.002786874771118164	0.0004134178161621094	0.01383519172668457	0.0013089179992675781
0.15459823608398438	0.0023169517517089844	0.0003638267517089844	0.01386404037475586	0.0007266998291015625
0.15980148315429688	0.001691579818725586	0.0018725395202636719	0.011336088180541992	0.0012979507446289062
0.15056324005126953	0.0017554759979248047	0.0007598400115966797	0.015015125274658203	0.0007979869842529297
0.15537595748901367	0.0017285346984863281	0.00045943260192871094	0.009276628494262695	0.0012426376342773438
0.15586256980895996	0.0016207695007324219	0.00039124488830566406	0.012051582336425781	0.0007419586181640625
0.1582961082458496	0.002724885940551758	0.0005345344543457031	0.009814262390136719	0.0010976791381835938
0.15358400344848633	0.0020301342010498047	0.00032067298889160156	0.010637998580932617	0.0018312931060791016
0.15558457374572754	0.0016758441925048828	0.0005888938903808594	0.012799501419067383	0.0015172958374023438
0.14911556243896484	0.0027947425842285156	0.0005567073822021484	0.008268594741821289	0.0009539127349853516
0.1580796241760254	0.0017917156219482422	0.00035071372985839844	0.008224725723266602	0.0007297992706298828
0.14543890953063965	0.0016410350799560547	0.0003826618194580078	0.008507013320922852	0.0013000965118408203
0.1565234661102295	0.0019605159759521484	0.00036144256591796875	0.008804798126220703	0.0006868839263916016
0.15547418594360352	0.002584695816040039	0.0003936290740966797	0.01271200180053711	0.0007774829864501953
0.15966558456420898	0.0017592906951904297	0.0006747245788574219	0.009600400924682617	0.0007257461547851562
0.15813064575195312	0.0018575191497802734	0.0004286766052246094	0.013816595077514648	0.0015437602996826172
0.15946412086486816	0.0016474723815917969	0.00033283233642578125	0.008807897567749023	0.0007317066192626953
0.15888333320617676	0.0023543834686279297	0.00044798851013183594	0.009789466857910156	0.00090789794921875
0.1565999984741211	0.002831697463989258	0.0005564689636230469	0.009393453598022461	0.0007319450378417969
0.1532905101776123	0.001605987548828125	0.0003972053527832031	0.010767221450805664	0.0007088184356689453
0.15129613876342773	0.0017092227935791016	0.0006954669952392578	0.008757829666137695	0.0008323192596435547
0.1477196216583252	0.0016269683837890625	0.0003230571746826172	0.010128259658813477	0.0011181831359863281
0.15388131141662598	0.0027091503143310547	0.00047326087951660156	0.01096343994140625	0.0009946823120117188
0.15147089958190918	0.0021724700927734375	0.0003552436828613281	0.008305788040161133	0.0013713836669921875
0.15750527381896973	0.0018122196197509766	0.0003876686096191406	0.008318424224853516	0.0012521743774414062
0.1541907787322998	0.0016529560089111328	0.00040411949157714844	0.009491920471191406	0.0011708736419677734
0.15503644943237305	0.0028433799743652344	0.0005209445953369141	0.01305079460144043	0.0008416175842285156
0.15810203552246094	0.0021686553955078125	0.0008423328399658203	0.0093536376953125	0.0006792545318603516
0.15642142295837402	0.0017242431640625	0.0004425048828125	0.014389991760253906	0.0007655620574951172
0.1593012809753418	0.0022220611572265625	0.0006906986236572266	0.009445428848266602	0.0008003711700439453
0.15820813179016113	0.0017743110656738281	0.00041413307189941406	0.011417388916015625	0.0011515617370605469
0.15060138702392578	0.0018050670623779297	0.0003345012664794922	0.008802175521850586	0.0010159015655517578
0.1559607982635498	0.0029435157775878906	0.00038313865661621094	0.00982975959777832	0.0012080669403076172
0.1562662124633789	0.0017726421356201172	0.00031495094299316406	0.010281801223754883	0.0007145404815673828
0.1608729362487793	0.001543283462524414	0.000354766845703125	0.008304357528686523	0.0007429122924804688
0.15213680267333984	0.0018582344055175781	0.0005450248718261719	0.009963035583496094	0.001676797866821289
0.15549516677856445	0.0019342899322509766	0.00033593177795410156	0.008408308029174805	0.000640869140625
0.15381884574890137	0.0019729137420654297	0.0003523826599121094	0.008755207061767578	0.0006744861602783203
0.15649986267089844	0.0030324459075927734	0.00034737586975097656	0.009290933609008789	0.0007572174072265625
0.14968085289001465	0.001850128173828125	0.0010318756103515625	0.009071588516235352	0.0008249282836914062
0.15281105041503906	0.0022509098052978516	0.00039505958557128906	0.010097503662109375	0.0008530616760253906
0.1544795036315918	0.002227783203125	0.0007503032684326172	0.0108184814453125	0.0008003711700439453
0.15832805633544922	0.0018298625946044922	0.0003848075866699219	0.009447574615478516	0.0009958744049072266
0.14703631401062012	0.0023508071899414062	0.0007867813110351562	0.010075569152832031	0.0008885860443115234
0.16046619415283203	0.0017952919006347656	0.0006985664367675781	0.009330034255981445	0.0009553432464599609
